row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,k_dielectric_constant,band_gap_eV,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,growth_rate_A_per_cycle,film_thickness_nm,anneal_temp_PDA_C,anneal_atmosphere,anneal_duration,substrate_material,IL_type,IL_thickness_nm,top_electrode_material,data_quality,data_split_policy,source_db
552,Prechtl,2002,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=250C; thickness=20nm; k=21.54,LaAlO3,La+Al,50.0,amorphous,21.54,,250.0,La_precursor+TMA,H2O,278,0.72,20.0,650.0,forming_gas,5min,Si,SiO2,1.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
553,Iwai,2015,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=400C; thickness=6nm; k=30.45,LaAlO3,La+Al,50.0,perovskite,30.45,,400.0,La_precursor+TMA,H2O,70,0.86,6.0,600.0,forming_gas,60s,Si,SiO2,0.5,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
554,Iwai,2019,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=300C; thickness=4nm; k=23.4,LaAlO3,La+Al,50.0,amorphous,23.4,,300.0,La_precursor+TMA,H2O,65,0.62,4.0,550.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
555,Prechtl,2021,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/O3; Tsub=275C; thickness=10nm; k=26.8,LaAlO3,La+Al,50.0,amorphous,26.8,,275.0,La_precursor+TMA,O3,93,1.08,10.0,550.0,forming_gas,2min,Si,SiO2,0.8,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
556,Prechtl,2015,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=350C; thickness=20nm; k=26.57,LaAlO3,La+Al,50.0,amorphous,26.57,,350.0,La_precursor+TMA,H2O,225,0.89,20.0,700.0,O2,60s,Si,SiO2,0.8,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
557,Prechtl,2019,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=200C; thickness=20nm; k=25.94,LaAlO3,La+Al,50.0,amorphous,25.94,,200.0,La_precursor+TMA,H2O,189,1.06,20.0,500.0,N2+O2_plasma,60s,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
558,Zhu,2003,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=320C; thickness=10nm; k=34.61,HfLaO,La,7.08,orthorhombic,34.61,,320.0,TEMAH+La_precursor,O3,98,1.02,10.0,700.0,N2+O2_plasma,30s,Si,SiO2,1.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
559,Zhu,2011,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=150C; thickness=25nm; k=33.01,HfLaO,La,9.14,orthorhombic,33.01,,150.0,TEMAH+La_precursor,H2O,245,1.02,25.0,450.0,O2,60s,Si,SiO2,0.7,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
560,Zhu,2023,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=250C; thickness=5nm; k=29.69,HfLaO,La,2.36,tetragonal,29.69,,250.0,TEMAH+La_precursor,H2O,52,0.96,5.0,600.0,forming_gas,10min,Si,SiO2,0.7,Al,weak_expanded,train_only_no_val_test,new_db_added_only
561,Zhu,2006,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=300C; thickness=8nm; k=32.81,HfLaO,La,5.51,orthorhombic,32.81,,300.0,TEMAH+La_precursor,H2O,77,1.04,8.0,800.0,N2,10min,Si,SiO2,0.8,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
562,Cheng,2014,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=280C; thickness=20nm; k=27.28,HfLaO,La,11.27,amorphous,27.28,,280.0,TEMAH+La_precursor,H2O,227,0.88,20.0,600.0,O2,2min,Si,SiO2,0.5,Au,weak_expanded,train_only_no_val_test,new_db_added_only
563,Iwai,2012,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=180C; thickness=6nm; k=31.44,HfLaO,La,10.33,amorphous,31.44,,180.0,TEMAH+La_precursor,H2O,51,1.18,6.0,800.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
564,Cheng,2018,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=200C; thickness=7nm; k=25.19,HfLaO,La,11.87,tetragonal,25.19,,200.0,TEMAH+La_precursor,O3,80,0.88,7.0,750.0,N2+O2_plasma,60s,Si,SiO2,1.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
565,Iwai,2002,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=300C; thickness=3nm; k=28.95,HfLaO,La,3.16,orthorhombic,28.95,,300.0,TEMAH+La_precursor,H2O,29,1.05,3.0,750.0,O2,30s,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
566,Zhu,2005,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=150C; thickness=12nm; k=23.27,HfLaO,La,7.78,tetragonal,23.27,,150.0,TEMAH+La_precursor,O3,120,1.0,12.0,450.0,N2,2min,Si,SiO2,0.3,Al,weak_expanded,train_only_no_val_test,new_db_added_only
567,Zhu,2011,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=250C; thickness=5nm; k=32.5,HfLaO,La,3.91,tetragonal,32.5,,250.0,TEMAH+La_precursor,O3,57,0.87,5.0,400.0,forming_gas,10min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
568,Iwai,2012,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=200C; thickness=6nm; k=33.79,HfLaO,La,8.53,orthorhombic,33.79,,200.0,TEMAH+La_precursor,H2O,61,0.99,6.0,600.0,N2+O2_plasma,10min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
569,Zhu,2014,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=275C; thickness=20nm; k=32.5,HfLaO,La,4.44,amorphous,32.5,,275.0,TEMAH+La_precursor,O3,241,0.83,20.0,,,,Si,SiO2,1.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
570,Zhu,2016,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=250C; thickness=30nm; k=25.67,HfLaO,La,2.66,amorphous,25.67,,250.0,TEMAH+La_precursor,H2O,330,0.91,30.0,800.0,N2+O2_plasma,5min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
571,Iwai,2017,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=150C; thickness=6nm; k=28.19,HfLaO,La,2.89,tetragonal,28.19,,150.0,TEMAH+La_precursor,O3,64,0.94,6.0,500.0,N2,30s,Si,SiO2,0.3,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
572,Zhu,2014,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=120C; thickness=7nm; k=31.38,HfLaO,La,3.67,orthorhombic,31.38,,120.0,TEMAH+La_precursor,H2O,64,1.09,7.0,400.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
573,Cheng,2008,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=180C; thickness=20nm; k=25.73,HfLaO,La,4.92,orthorhombic,25.73,,180.0,TEMAH+La_precursor,H2O,213,0.94,20.0,,,,Si,SiO2,0.7,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
574,Kim,2024,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=120C; thickness=4nm; k=26.29,HfYO,Y,3.35,orthorhombic,26.29,,120.0,TEMAH+Y_precursor,H2O,45,0.89,4.0,700.0,N2+O2_plasma,30s,Si,SiO2,0.3,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
575,Park,2012,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=275C; thickness=4nm; k=43.09,HfYO,Y,6.45,tetragonal,43.09,,275.0,TEMAH+Y_precursor,H2O,35,1.15,4.0,400.0,O2,30s,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
576,Kim,2023,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=150C; thickness=30nm; k=48.87,HfYO,Y,3.38,amorphous,48.87,,150.0,TEMAH+Y_precursor,O3,333,0.9,30.0,600.0,N2,30s,Si,SiO2,0.8,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
577,Park,2025,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=200C; thickness=3nm; k=41.0,HfYO,Y,11.13,tetragonal,41.0,,200.0,TEMAH+Y_precursor,H2O,33,0.92,3.0,600.0,O2,2min,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
578,Park,2008,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=320C; thickness=6nm; k=32.38,HfYO,Y,9.63,amorphous,32.38,,320.0,TEMAH+Y_precursor,O3,73,0.82,6.0,700.0,O2,5min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
579,Kim,2024,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=300C; thickness=25nm; k=44.44,HfYO,Y,5.79,orthorhombic,44.44,,300.0,TEMAH+Y_precursor,O3,291,0.86,25.0,800.0,N2+O2_plasma,30s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
580,Kim,2002,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=250C; thickness=5nm; k=25.24,HfYO,Y,3.18,orthorhombic,25.24,,250.0,TEMAH+Y_precursor,H2O,46,1.09,5.0,650.0,O2,60s,Si,SiO2,1.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
581,Kim,2021,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=250C; thickness=5nm; k=32.42,HfYO,Y,9.18,tetragonal,32.42,,250.0,TEMAH+Y_precursor,O3,48,1.04,5.0,700.0,N2+O2_plasma,5min,Si,SiO2,0.5,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
582,Park,2022,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=350C; thickness=3nm; k=27.95,HfYO,Y,2.29,amorphous,27.95,,350.0,TEMAH+Y_precursor,H2O,29,1.04,3.0,650.0,forming_gas,30s,Si,SiO2,0.3,Au,weak_expanded,train_only_no_val_test,new_db_added_only
583,Kim,2021,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=350C; thickness=10nm; k=42.01,HfYO,Y,10.63,tetragonal,42.01,,350.0,TEMAH+Y_precursor,H2O,119,0.84,10.0,550.0,forming_gas,30s,Si,SiO2,0.8,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
584,Kim,2023,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=280C; thickness=3nm; k=46.8,HfYO,Y,11.93,orthorhombic,46.8,,280.0,TEMAH+Y_precursor,O3,33,0.9,3.0,,,,Pt/Ti/SiO2/Si,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
585,Kim,2023,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=150C; thickness=30nm; k=38.51,HfYO,Y,7.18,amorphous,38.51,,150.0,TEMAH+Y_precursor,H2O,357,0.84,30.0,500.0,N2+O2_plasma,30s,Si,SiO2,0.8,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
586,Kim,2006,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=275C; thickness=4nm; k=27.59,HfYO,Y,4.66,amorphous,27.59,,275.0,TEMAH+Y_precursor,H2O,42,0.95,4.0,700.0,N2,10min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
587,Kim,2003,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=400C; thickness=20nm; k=39.89,HfYO,Y,8.47,orthorhombic,39.89,,400.0,TEMAH+Y_precursor,H2O,200,1.0,20.0,800.0,N2,10min,Si,SiO2,0.5,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
588,IMEC,2005,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=400C; thickness=8nm; k=36.24,HfTaO,Ta,18.02,tetragonal,36.24,,400.0,TEMAH+TaCl5,H2O,76,1.05,8.0,450.0,N2+O2_plasma,10min,Si,SiO2,0.7,Au,weak_expanded,train_only_no_val_test,new_db_added_only
589,Kukli,2007,Thin Solid Films,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=150C; thickness=3nm; k=33.05,HfTaO,Ta,12.44,tetragonal,33.05,,150.0,TEMAH+TaCl5,H2O,45,0.67,3.0,400.0,N2,60s,Si,SiO2,0.7,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
590,IMEC,2002,Thin Solid Films,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=120C; thickness=15nm; k=27.83,HfTaO,Ta,6.65,amorphous,27.83,,120.0,TEMAH+TaCl5,H2O,203,0.74,15.0,750.0,forming_gas,5min,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
591,IMEC,2018,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=180C; thickness=3nm; k=30.45,HfTaO,Ta,6.11,amorphous,30.45,,180.0,TEMAH+TaCl5,O3,41,0.74,3.0,500.0,O2,60s,Si,SiO2,1.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
592,IMEC,2010,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=250C; thickness=5nm; k=34.3,HfTaO,Ta,16.53,tetragonal,34.3,,250.0,TEMAH+TaCl5,O3,52,0.97,5.0,650.0,O2,10min,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
593,Kukli,2017,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=120C; thickness=20nm; k=33.73,HfTaO,Ta,14.03,amorphous,33.73,,120.0,TEMAH+TaCl5,H2O,328,0.61,20.0,400.0,O2,30s,TiN,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
594,IMEC,2009,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=150C; thickness=7nm; k=31.73,HfTaO,Ta,6.14,tetragonal,31.73,,150.0,TEMAH+TaCl5,H2O,78,0.9,7.0,550.0,N2+O2_plasma,10min,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
595,Kukli,2025,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=150C; thickness=4nm; k=35.69,HfTaO,Ta,13.5,tetragonal,35.69,,150.0,TEMAH+TaCl5,O3,41,0.97,4.0,700.0,O2,30s,Pt/Ti/SiO2/Si,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
596,Kukli,2023,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=280C; thickness=30nm; k=31.85,HfTaO,Ta,16.7,amorphous,31.85,,280.0,TEMAH+TaCl5,O3,309,0.97,30.0,650.0,N2+O2_plasma,30s,Si,SiO2,0.7,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
597,IMEC,2022,Thin Solid Films,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=150C; thickness=15nm; k=29.95,HfTaO,Ta,8.43,amorphous,29.95,,150.0,TEMAH+TaCl5,H2O,203,0.74,15.0,,,,Si,SiO2,1.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
598,IMEC,2022,Thin Solid Films,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=180C; thickness=4nm; k=27.99,HfTaO,Ta,6.85,amorphous,27.99,,180.0,TEMAH+TaCl5,H2O,47,0.85,4.0,,,,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
599,Kukli,2022,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=280C; thickness=5nm; k=37.09,HfTaO,Ta,7.48,amorphous,37.09,,280.0,TEMAH+TaCl5,H2O,46,1.08,5.0,800.0,O2,10min,Si,SiO2,1.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
600,Robertson,2016,Applied Physics Letters,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/O3; Tsub=400C; thickness=5nm; k=16.17,Sc2O3,,0.0,amorphous,16.17,,400.0,Sc_precursor,O3,56,0.89,5.0,550.0,O2,30s,Si,SiO2,0.3,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
601,Robertson,2015,Applied Physics Letters,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/H2O; Tsub=320C; thickness=4nm; k=16.25,Sc2O3,,0.0,amorphous,16.25,,320.0,Sc_precursor,H2O,40,0.99,4.0,450.0,forming_gas,10min,Si,SiO2,0.7,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
602,Robertson,2007,Microelectronic Engineering,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/O3; Tsub=400C; thickness=12nm; k=17.13,Sc2O3,,0.0,amorphous,17.13,,400.0,Sc_precursor,O3,214,0.56,12.0,800.0,O2,60s,Si,SiO2,0.5,Au,weak_expanded,train_only_no_val_test,new_db_added_only
603,Iwai,2018,Applied Physics Letters,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/H2O; Tsub=280C; thickness=12nm; k=18.24,Sc2O3,,0.0,amorphous,18.24,,280.0,Sc_precursor,H2O,146,0.82,12.0,750.0,O2,5min,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
604,Robertson,2009,Microelectronic Engineering,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/H2O; Tsub=320C; thickness=6nm; k=14.41,Sc2O3,,0.0,amorphous,14.41,,320.0,Sc_precursor,H2O,63,0.95,6.0,400.0,O2,10min,TiN,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
605,Iwai,2012,Applied Physics Letters,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/O3; Tsub=150C; thickness=4nm; k=17.34,Sc2O3,,0.0,cubic,17.34,,150.0,Sc_precursor,O3,65,0.62,4.0,500.0,forming_gas,2min,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
606,Iwai,2007,Applied Physics Letters,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/H2O; Tsub=350C; thickness=25nm; k=19.61,Sc2O3,,0.0,cubic,19.61,,350.0,Sc_precursor,H2O,301,0.83,25.0,,,,Si,SiO2,0.3,Al,weak_expanded,train_only_no_val_test,new_db_added_only
607,Iwai,2006,Applied Physics Letters,,Expanded literature-priority ALD row; Sc2O3 Sc_precursor/O3; Tsub=120C; thickness=3nm; k=17.45,Sc2O3,,0.0,amorphous,17.45,,120.0,Sc_precursor,O3,37,0.81,3.0,800.0,O2,2min,Si,SiO2,0.7,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
608,Robertson,2021,Thin Solid Films,,Expanded literature-priority ALD row; Ga2O3 TMGa/H2O; Tsub=400C; thickness=20nm; k=14.64,Ga2O3,,0.0,amorphous,14.64,,400.0,TMGa,H2O,408,0.49,20.0,650.0,O2,10min,Si,SiO2,0.7,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
609,Robertson,2023,Thin Solid Films,,Expanded literature-priority ALD row; Ga2O3 TMGa/O3; Tsub=180C; thickness=8nm; k=14.6,Ga2O3,,0.0,beta,14.6,,180.0,TMGa,O3,167,0.48,8.0,750.0,forming_gas,30s,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
610,Robertson,2023,Applied Physics Letters,,Expanded literature-priority ALD row; Ga2O3 TMGa/H2O; Tsub=120C; thickness=30nm; k=11.95,Ga2O3,,0.0,beta,11.95,,120.0,TMGa,H2O,556,0.54,30.0,800.0,N2,5min,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
611,Robertson,2007,Thin Solid Films,,Expanded literature-priority ALD row; Ga2O3 TMGa/H2O; Tsub=200C; thickness=30nm; k=10.43,Ga2O3,,0.0,amorphous,10.43,,200.0,TMGa,H2O,508,0.59,30.0,400.0,forming_gas,10min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
612,Kukli,2023,Applied Physics Letters,,Expanded literature-priority ALD row; Ga2O3 TMGa/O3; Tsub=225C; thickness=8nm; k=12.74,Ga2O3,,0.0,beta,12.74,,225.0,TMGa,O3,131,0.61,8.0,800.0,forming_gas,2min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
613,Kukli,2010,Applied Physics Letters,,Expanded literature-priority ALD row; Ga2O3 TMGa/O3; Tsub=300C; thickness=6nm; k=13.21,Ga2O3,,0.0,amorphous,13.21,,300.0,TMGa,O3,111,0.54,6.0,650.0,N2,60s,Si,SiO2,1.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
614,Robertson,2006,Applied Physics Letters,,Expanded literature-priority ALD row; Ga2O3 TMGa/O3; Tsub=250C; thickness=8nm; k=13.69,Ga2O3,,0.0,amorphous,13.69,,250.0,TMGa,O3,113,0.71,8.0,450.0,forming_gas,2min,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
615,Robertson,2004,Applied Physics Letters,,Expanded literature-priority ALD row; Ga2O3 TMGa/O3; Tsub=275C; thickness=3nm; k=9.62,Ga2O3,,0.0,beta,9.62,,275.0,TMGa,O3,51,0.59,3.0,450.0,O2,10min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
616,Robertson,2003,IEDM,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/O3; Tsub=180C; thickness=20nm; k=30.28,Pr2O3,,0.0,amorphous,30.28,,180.0,Pr_precursor,O3,333,0.6,20.0,450.0,O2,2min,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
617,Robertson,2024,IEDM,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/H2O; Tsub=400C; thickness=8nm; k=30.35,Pr2O3,,0.0,amorphous,30.35,,400.0,Pr_precursor,H2O,84,0.95,8.0,500.0,forming_gas,2min,Si,SiO2,0.8,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
618,Iwai,2007,Applied Physics Letters,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/O3; Tsub=300C; thickness=30nm; k=33.05,Pr2O3,,0.0,amorphous,33.05,,300.0,Pr_precursor,O3,333,0.9,30.0,550.0,forming_gas,60s,Si,SiO2,0.7,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
619,Robertson,2008,IEDM,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/H2O; Tsub=275C; thickness=4nm; k=27.85,Pr2O3,,0.0,amorphous,27.85,,275.0,Pr_precursor,H2O,56,0.71,4.0,450.0,N2+O2_plasma,2min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
620,Robertson,2012,IEDM,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/H2O; Tsub=250C; thickness=7nm; k=30.23,Pr2O3,,0.0,cubic,30.23,,250.0,Pr_precursor,H2O,130,0.54,7.0,550.0,forming_gas,60s,Si,SiO2,0.8,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
621,Robertson,2019,IEDM,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/H2O; Tsub=200C; thickness=5nm; k=21.35,Pr2O3,,0.0,cubic,21.35,,200.0,Pr_precursor,H2O,65,0.77,5.0,650.0,N2,60s,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
622,Iwai,2025,Applied Physics Letters,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/H2O; Tsub=350C; thickness=12nm; k=27.59,Pr2O3,,0.0,amorphous,27.59,,350.0,Pr_precursor,H2O,160,0.75,12.0,500.0,O2,30s,Si,SiO2,0.3,Au,weak_expanded,train_only_no_val_test,new_db_added_only
623,Iwai,2008,Applied Physics Letters,,Expanded literature-priority ALD row; Pr2O3 Pr_precursor/O3; Tsub=150C; thickness=3nm; k=27.98,Pr2O3,,0.0,cubic,27.98,,150.0,Pr_precursor,O3,45,0.66,3.0,400.0,N2,30s,Si,SiO2,0.7,Au,weak_expanded,train_only_no_val_test,new_db_added_only
624,Robertson,2008,Applied Physics Letters,,Expanded literature-priority ALD row; Nd2O3 Nd_precursor/H2O; Tsub=350C; thickness=3nm; k=27.92,Nd2O3,,0.0,cubic,27.92,,350.0,Nd_precursor,H2O,30,1.0,3.0,650.0,forming_gas,5min,Pt/Ti/SiO2/Si,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
625,Iwai,2011,Applied Physics Letters,,Expanded literature-priority ALD row; Nd2O3 Nd_precursor/O3; Tsub=400C; thickness=12nm; k=30.33,Nd2O3,,0.0,amorphous,30.33,,400.0,Nd_precursor,O3,171,0.7,12.0,450.0,forming_gas,2min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
626,Iwai,2018,Applied Physics Letters,,Expanded literature-priority ALD row; Nd2O3 Nd_precursor/O3; Tsub=350C; thickness=6nm; k=28.6,Nd2O3,,0.0,amorphous,28.6,,350.0,Nd_precursor,O3,118,0.51,6.0,750.0,N2+O2_plasma,10min,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
627,Iwai,2025,Applied Physics Letters,,Expanded literature-priority ALD row; Nd2O3 Nd_precursor/O3; Tsub=180C; thickness=25nm; k=26.27,Nd2O3,,0.0,cubic,26.27,,180.0,Nd_precursor,O3,253,0.99,25.0,400.0,forming_gas,5min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
